date,usage
2022-05-04-06-17,14
2022-05-04-06-18,14
2022-05-04-06-19,14
2022-05-04-06-20,14
2022-05-04-06-21,14
2022-05-04-06-22,14
2022-05-04-06-23,14
2022-05-04-06-24,13
2022-05-04-06-25,14
2022-05-04-06-26,14
2022-05-04-06-27,14
2022-05-04-06-28,14
2022-05-04-06-29,14
2022-05-04-06-30,14
2022-05-04-06-31,14
2022-05-04-06-32,14
2022-05-04-06-33,14
2022-05-04-06-34,14
2022-05-04-06-35,14
2022-05-04-06-36,14
2022-05-04-06-37,14
2022-05-04-06-38,14
2022-05-04-06-39,14
2022-05-04-06-40,14
2022-05-04-06-41,14
2022-05-04-06-42,14
2022-05-04-06-43,14
2022-05-04-06-44,14
2022-05-04-06-45,14
2022-05-04-06-46,14
2022-05-04-06-47,14
2022-05-04-06-48,14
2022-05-04-06-49,14
2022-05-04-06-50,14
2022-05-04-06-51,14
2022-05-04-06-52,14
2022-05-04-06-53,14
2022-05-04-06-54,14
2022-05-04-06-55,13
2022-05-04-06-56,13
2022-05-04-06-57,13
2022-05-04-06-58,13
2022-05-04-06-59,13
2022-05-04-07-00,13
2022-05-04-07-01,13
2022-05-04-07-02,13
2022-05-04-07-03,13
2022-05-04-07-04,13
2022-05-04-07-05,13
2022-05-04-07-06,13
2022-05-04-07-07,14
2022-05-04-07-08,14
2022-05-04-07-09,14
2022-05-04-07-10,14
2022-05-04-07-11,14
2022-05-04-07-12,14
2022-05-04-07-13,14
2022-05-04-07-14,14
2022-05-04-07-15,14
2022-05-04-07-16,14
2022-05-04-07-17,16
2022-05-04-07-18,16
2022-05-04-07-19,16
2022-05-04-07-20,16
2022-05-04-07-21,16
2022-05-04-07-22,16
2022-05-04-07-23,16
2022-05-04-07-24,16
2022-05-04-07-25,16
2022-05-04-07-26,16
2022-05-04-07-27,16
2022-05-04-07-28,16
2022-05-04-07-29,16
2022-05-04-07-30,16
2022-05-04-07-31,16
2022-05-04-07-32,16
